sa2_code,sa2_name,state,total_persons_2011,total_renters_2011,total_dwellings_2011,own_occ_2011,rented_2011,other_tenure_2011,tenure not stated_2011,tenure n_a_2011,rent_stress_2011,young_2011,older_2011,unemployed_2011,single_parent_2011,low_ed_2011,assist_2011,indig_2011,english_2011,spanish_2011,arabic_2011,hindi_2011,punjabi_2011,vietnamese_2011,japanese_2011,korean_2011,mandarin_2011,samoan_2011,tagalog_2011,all_other_lang_2011,public_community_2011,boardinghouse_2011,residential_park_2011,rvi_2011,total_persons_2016,total_renters_2016,total_dwellings_2016,own_occ_2016,rented_2016,other_tenure_2016,tenure not stated_2016,tenure n_a_2016,rent_stress_2016,young_2016,older_2016,unemployed_2016,single_parent_2016,low_ed_2016,assist_2016,indig_2016,english_2016,spanish_2016,arabic_2016,hindi_2016,punjabi_2016,vietnamese_2016,japanese_2016,korean_2016,mandarin_2016,samoan_2016,tagalog_2016,all_other_lang_2016,public_community_2016,boardinghouse_2016,residential_park_2016,rvi_2016,total_persons_2021,total_renters_2021,total_dwellings_2021,own_occ_2021,rented_2021,other_tenure_2021,tenure not stated_2021,tenure n_a_2021,rent_stress_2021,young_2021,older_2021,unemployed_2021,single_parent_2021,low_ed_2021,assist_2021,indig_2021,english_2021,spanish_2021,arabic_2021,hindi_2021,punjabi_2021,vietnamese_2021,japanese_2021,korean_2021,mandarin_2021,samoan_2021,tagalog_2021,all_other_lang_2021,public_community_2021,boardinghouse_2021,residential_park_2021,rvi_2021,unaff_2017_common,unaff_2018_common,unaff_2019_common,unaff_2020_common,unaff_2021_common,2016_12_common,2017_12_common,2018_12_common,2019_12_common,2020_12_common,2021_12_common,16_m_rent_common,17_m_rent_common,18_m_rent_common,19_m_rent_common,20_m_rent_common,21_m_rent_common
511041288,Geraldton - South,wa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7487,25951,1517795,535584,223278,552668,229542,30801,79560,107735,1691,158048,97225,56348,86590,68558,50249,77369,1264805,7463,4247,4602,3783,2896,5807,2137,16266,369,9248,19256,19661,4606,10737,10852,39138,29169,15040,11732,4159,51630,499146,288902,14721,361137,312911,67019,63140,7675,2574,63889,95617,8271,1029,380,401,234,2330,810,1035,609,1231,2472,149,1686,1.154455648,59,95,87,100,85,1291,5655,4428,2406,1252,7840,18,793,1255,797,655,278
511041289,Irwin,wa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216,141,2902754,223892,702775,453835,34033,21036,6372,67116,172,102404,81342,17457,2829,27214,4809,112810,890793,4069,8145,4335,6069,2089,4089,2519,2648,990,9780,111780,2596,2850,17997,34681,33512,2332,9935,14084,3601,17333,445828,554996,486879,35625,317471,91037,17701,50662,95408,24967,95711,5841,1407,3835,2308,334,2332,1759,150,734,4691,2069,117,632,1.089376764,34,2,65,16,71,13098,3261,15076,3336,4975,9737,360,757,785,367,170,36
511041290,Meekatharra,wa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4227,69821,996390,812781,1110168,70933,219527,21947,108855,19097,3843,6879,50729,27778,30385,60449,7849,141969,977243,8683,1574,6604,13660,1195,1880,4991,9768,9968,3556,107450,38789,6642,12088,6267,6485,32770,22820,4095,7500,356470,508469,300409,158898,359754,53068,104816,74649,38499,68276,66315,25539,4812,1448,2638,6487,165,308,2429,403,444,9781,2670,290,351,3.243478801,41,43,55,70,23,4691,5526,14262,4809,9689,12887,179,217,1084,183,898,11
511041291,Morawa,wa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,62169,1559698,799973,1001250,611004,95161,15774,45091,108923,715,1673,52745,29510,27848,28223,2215,105714,201264,6782,5412,288,813,3495,6239,5660,10238,6729,6742,74919,39562,6831,21878,47130,21159,14243,5985,11851,2618,66207,132999,428367,527260,78732,288511,85351,49426,45257,2425,86841,77599,6086,2755,3557,702,22,1053,917,481,12,5919,289,152,372,1.429784779,63,79,95,68,17,2801,1526,12442,5032,6567,2392,802,1168,504,113,919,1222
511041292,Northampton - Mullewa - Greenough,wa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12278,54349,955705,1155282,714623,851122,294838,6255,39162,131965,6261,141708,68124,28903,18178,72356,68690,97025,1022356,11599,8283,5331,11190,2925,5420,6133,7925,1230,6985,46772,1777,5863,15909,73261,30574,16906,216,6827,3325,448514,392195,478494,577407,495315,195523,98999,50545,92807,88864,55943,32824,5033,762,3890,5665,342,474,2042,1426,1048,11145,1269,355,1497,1.352530249,96,26,92,46,34,12730,260,1414,7613,1411,12343,310,211,1266,254,372,830
601011001,Bridgewater - Gagebrook,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,66156,2250786,637547,1888524,158439,199176,17694,1406,107084,4737,187782,91256,22297,31519,82894,10175,19764,267149,9058,8083,111,5867,3743,3384,2920,4969,9177,2866,13643,16473,85,22657,58329,17122,11283,4064,7799,4760,533212,485721,47760,336689,485367,119694,114057,64995,81136,105001,97280,103468,6356,3094,3028,1502,324,381,1333,442,1007,7124,1876,163,1267,4.315307316,10,76,1,71,98,13151,8735,15135,7458,11745,42,126,414,1007,473,518,743
601011002,Brighton - Pontville,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5775,84752,3156541,501030,1914733,470751,320812,33854,33309,78264,1386,170854,83133,14071,35755,8758,44539,92467,248587,13988,1988,6372,3722,6,1534,8302,11287,9896,9543,57764,12911,5847,10516,68317,23562,35830,1235,16008,6764,519403,41651,285951,217880,515419,99078,46941,68883,22929,103232,55789,16157,3937,1534,456,5427,626,740,3184,839,452,7903,945,3,385,0.979611152,52,97,31,20,22,2751,7890,4100,15537,12736,16487,481,137,243,820,418,658
601011003,Old Beach - Otago,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12642,85483,2210356,1468096,1599098,875206,470021,9685,75646,25318,6503,186608,34507,57839,86836,57299,71184,48359,544539,6614,7479,6169,11796,1217,1315,1865,7071,1987,447,177366,37781,7397,973,87751,2101,35293,15875,1447,8606,548330,192508,354899,553080,414756,159151,52407,66253,31784,84822,56433,20716,2859,1928,1407,7854,87,1036,1566,981,597,15359,1276,332,101,0.693423116,65,6,51,72,56,7903,5291,1341,10034,9441,4508,824,647,724,682,977,648
601021004,Bellerive - Rosny,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,57295,4108703,574017,638630,95436,538570,20709,22843,87215,2453,118540,119488,30157,4226,29508,53108,103169,878660,14282,1229,3274,12667,826,6456,4941,10737,5934,540,99232,44776,3983,3526,40289,542,47687,15022,5780,7028,32664,92473,286698,245450,233748,333154,102251,44874,37428,55891,72673,23636,6437,2027,705,1929,327,222,1748,530,145,1563,2274,24,950,1.206399708,19,94,26,61,46,12642,5855,10190,8484,15993,6391,108,684,57,891,615,529
601021005,Cambridge,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8982,96023,4421985,29784,1810291,451124,174770,27182,99482,51363,2538,117453,116238,43983,64862,31584,32250,120960,38893,11487,6759,3877,2708,4642,1217,6787,12120,7214,8274,17133,6035,5793,9239,88926,28025,16543,26273,6700,8838,476170,523130,199241,149030,52206,497482,36382,73997,52451,37951,66766,6063,634,364,687,7038,314,2228,2580,379,881,9121,3098,304,4,0.456013476,24,24,61,91,62,277,13266,6034,15190,8389,7197,139,1129,727,402,467,871
601021006,Geilston Bay - Risdon,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13456,100985,2804204,1445860,2002702,892454,322412,24412,24777,74611,6159,161497,30832,32959,116752,5658,92491,88688,112939,6624,9016,6691,6236,2848,3279,356,10698,10057,7134,64242,41184,117,22954,109376,6017,33795,24409,10015,8385,405993,16343,196524,617028,355768,70269,95617,24975,19372,43543,44062,44332,2321,720,366,2646,564,2116,1864,701,117,7796,737,201,1532,0.898854049,56,73,68,97,77,14217,7064,3354,1863,3536,13516,6,696,436,292,651,1288
601021007,Howrah - Tranmere,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15474,75110,139762,146095,8411,730334,278112,31652,33315,150345,6436,137547,100827,19737,44520,29863,75529,100318,682713,2416,876,4926,11166,687,6714,3034,3360,6351,11392,104793,14134,1932,11238,37158,18741,22453,3330,10572,6495,260744,21226,287426,568957,260141,224943,78312,88949,62367,90705,92097,98225,8816,2692,2820,7653,9,19,1764,67,628,15281,415,57,361,0.712953598,13,37,82,21,34,14601,5897,390,7719,10627,1373,30,1032,112,1328,1131,717
601021008,Lindisfarne - Rose Bay,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13162,22953,4674740,274559,2149315,1034117,146149,2996,362,76554,3678,190465,57261,55915,11155,22886,22788,117033,245521,10742,7130,951,4544,503,5860,7310,12954,5918,10315,165970,37180,3828,16297,21531,10474,44924,16096,13659,10892,281921,16518,589041,192558,509502,47980,2673,21584,14443,52758,20318,33464,8671,131,4049,1810,242,1438,1629,356,517,2839,97,34,888,1.034722066,4,91,70,55,50,14551,2048,6094,10536,13042,12747,579,941,219,1123,823,279
601021009,Mornington - Warrane,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,67887,2472152,1194289,1016072,537030,610501,35428,112258,161536,6018,110105,69219,6352,75778,70160,17373,58778,1233396,14616,105,2242,7436,7054,454,7124,16031,6775,9863,120340,6020,5372,16964,66407,15545,12408,9128,3758,6858,548657,190021,233701,447688,381780,576516,37085,13523,18333,59668,7272,16624,8494,2849,1313,2251,134,1783,3276,821,216,8764,1897,225,7,2.683384306,21,29,49,1,80,3936,7919,2074,2072,1665,11380,331,1101,289,526,435,1154
601021010,Risdon Vale,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8504,101355,1184547,1142629,1528641,1029136,150941,38946,63090,177629,2934,60199,87288,1776,20864,32757,80032,95239,860874,949,4665,1914,14140,5373,1673,7632,1352,3753,5129,154489,12352,3291,14914,88470,7116,31851,5288,14128,452,44680,117806,519775,241566,41304,24322,3104,43521,41826,20578,86802,75830,6243,1912,2634,1780,177,1338,2188,978,288,1393,3409,258,437,2.406782242,36,13,42,59,93,9741,13776,15530,9832,3048,1820,158,1156,39,247,485,541
601021011,Rokeby,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11393,79715,4652336,573868,1193918,181618,452755,26682,10391,52240,369,92852,104222,18766,51726,2768,35484,124052,1033140,13261,2632,6110,9350,2886,4031,313,20030,10717,10,69082,7373,4849,7669,13448,9602,9223,17706,5913,7147,190910,576482,547839,119544,561684,602438,15847,38790,87482,94280,68982,55247,6790,2926,1313,665,101,190,2495,71,91,3196,2063,117,1735,2.530764121,32,47,3,93,7,13020,9206,16351,13356,4618,14825,581,1212,153,1303,98,852
601021012,South Arm,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15450,49892,256800,925810,648939,415327,260983,25574,20519,85344,3556,68105,102826,38153,65670,82331,84056,85273,102145,11112,4684,4024,14258,4554,2223,6969,11080,3648,2636,97130,54882,7325,8222,93625,19586,2873,16489,15618,486,190129,475955,508525,239525,314193,154868,11952,87686,19168,104696,6973,96314,6745,1246,3999,5130,232,1271,1283,534,820,3504,1912,315,62,0.340839792,86,94,25,62,34,10005,322,8308,442,5491,8689,273,742,382,1251,696,31
601031013,Austins Ferry - Granton,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14618,84003,4466748,999390,1352472,67623,145245,7551,34636,53937,2783,114531,18441,15627,100519,14779,39022,24967,478948,4000,1111,3022,8174,4300,3118,3639,19866,3173,6737,118486,14450,1850,16639,78933,23741,1685,26177,4119,4384,108776,589247,509228,317942,342248,243017,39312,5593,89651,78770,26502,100097,2293,474,1611,5651,352,913,2821,405,284,3525,2190,25,258,1.05553028,91,34,37,64,19,7591,11930,1262,943,13836,10551,780,1217,1149,990,791,427
601031014,Berriedale - Chigwell,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,35721,3044991,946322,63990,927477,55269,16631,26012,190624,1431,40935,23934,6912,37618,49313,26449,106933,356829,5662,3043,3149,4130,6204,5170,6776,8488,2940,4798,22649,44380,398,13935,78120,6095,48227,15217,3285,8329,524399,491694,110716,24175,587755,223200,46844,6734,74708,79989,57761,105372,3230,1090,2032,1592,584,1912,702,1307,680,15297,2057,185,836,1.795155025,52,20,12,94,33,12150,11445,15008,10098,4756,12730,985,966,712,368,200,674
601031015,Claremont (Tas.),tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5448,104878,452305,117808,1908723,419118,58862,15889,94205,88369,2512,154728,109739,13862,97134,77944,16407,125006,345543,2280,7909,6558,11930,5447,4701,5207,11513,6621,4953,109677,26483,502,16328,5409,19708,42491,5633,16096,5919,292566,544266,277402,593788,21006,248115,38165,78275,31098,84076,54841,81947,3108,1078,2625,1908,175,1581,2325,986,233,7791,3057,124,1324,2.057882199,14,3,71,72,53,4797,12058,2877,1628,7354,12157,309,1018,1376,89,335,917
601031016,Derwent Park - Lutana,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5511,73579,4543130,1446695,418587,450317,143649,6567,18705,36778,2391,193493,33037,2021,111848,55236,75357,124662,494621,3240,5407,6683,7491,6545,2871,9105,17007,1265,754,88499,23798,4762,14142,14285,17291,26583,25658,2164,4440,81526,222517,59438,403042,522039,239230,59561,21146,88895,62001,80848,17542,6182,2834,720,6702,260,889,1626,66,185,6123,3551,352,1668,2.460037611,21,56,45,77,78,11660,3075,12032,5118,15833,7389,115,710,594,166,781,1430
601031017,Glenorchy,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7055,5663,339274,275594,308064,602640,307137,17131,7406,92407,667,98083,80937,33251,78013,48635,32710,124869,75002,14698,1319,4203,10340,2044,1809,7455,15316,5729,1961,176824,3561,5468,4190,28155,1882,2606,5346,15772,5465,72123,368693,411262,329312,433641,533133,23145,31253,82494,12305,64427,101222,5166,2325,877,1351,573,2214,597,340,394,485,2818,278,564,2.714136916,32,44,65,82,16,7987,14075,13678,10369,10056,10867,43,1096,1068,1240,614,989
601031018,Montrose - Rosetta,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16664,78489,5128719,409131,227761,572325,47522,37482,82646,173380,3894,53385,14505,43684,40544,80392,33794,51981,1060905,14292,2317,3210,1893,4684,2719,9815,16618,8362,3886,140783,14590,3707,14012,41849,7117,43544,6025,7702,5771,241434,564405,316523,128305,205251,476017,119257,53829,11258,94845,88496,68465,2358,563,4097,2839,638,1227,2679,1189,90,1286,3396,139,1606,1.457076294,46,89,40,72,7,6286,6673,2767,13947,8748,3435,683,787,349,835,178,881
601031019,Moonah,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,35864,2446445,587287,737128,981428,276852,18022,6276,144843,5175,41522,100874,22162,8907,14997,27651,120862,1121660,9991,3657,2132,13010,2302,4244,8982,19210,3875,5578,154447,47372,6551,11731,100981,14251,18850,3058,1500,7741,364475,160071,604990,111918,312659,409650,16980,38119,31256,53918,17868,27549,1133,2551,1096,6796,159,1568,2647,437,872,11128,1986,23,78,2.080087482,89,90,42,78,47,6175,8757,12810,9145,9113,2989,575,515,816,450,390,355
601031020,New Norfolk,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9615,52571,4983875,790996,160274,1165083,549609,18702,17343,161494,4805,160211,10624,29569,44839,24776,92478,58593,1185738,14529,1996,2445,13221,3766,295,1032,3990,2082,5347,84827,16249,6167,8930,106373,31235,19386,16897,9330,9398,254713,394407,238459,427749,73079,535464,35714,2546,29768,36527,35906,54293,990,1893,1140,6418,280,1155,1199,1333,472,2431,1295,231,1,1.908078655,36,86,3,93,72,3750,7665,6794,1095,5043,5721,283,224,877,386,684,455
601031021,West Moonah,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189,58108,20505,324876,2117787,331541,383950,10830,100774,177192,2362,107667,18443,2924,12408,68735,25206,477,1176748,9991,577,5074,8055,2237,1796,9560,7463,7373,6756,140782,15734,2828,12482,74480,24296,7903,24323,2014,3656,468573,101251,431217,288697,318518,196785,88571,24885,73259,66860,40377,94427,7879,2690,942,1085,603,1239,571,787,39,2098,727,355,1637,2.070104038,45,63,59,13,51,9652,6218,3911,12677,16876,13846,842,861,410,1095,725,1314
601041022,Kingston - Huntingfield,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10405,68971,1462794,1386455,1448098,757101,611356,19313,28918,108929,2910,77389,31615,8606,81510,47929,34792,62775,1201055,12123,4763,1730,10892,3292,3804,8505,15427,4796,3183,140115,26830,6987,18964,43361,10580,5137,9281,7029,1731,166310,295271,439017,550316,529779,235757,105047,94193,65225,64785,85184,93465,979,1577,601,2466,66,2005,2254,803,750,2812,1060,35,1453,1.565197997,5,81,61,4,94,8510,15889,13553,5446,4983,1040,168,280,168,736,1146,284
601041023,Kingston Beach - Blackmans Bay,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750,45305,415981,1223057,273268,340896,288397,20220,108733,3159,6629,97039,95897,951,53991,47881,37263,32667,467981,12064,3116,2241,6905,2759,4691,9933,12937,5665,11591,81609,38169,6572,9382,36769,14047,27853,2983,14292,6485,157796,115899,456991,92205,485536,408210,72891,50791,67244,65060,38323,85631,7383,1467,1105,2186,622,2236,2295,1020,516,5946,490,213,942,0.815401644,77,81,34,49,99,314,1865,7595,2557,4964,3843,678,1216,229,255,1151,804
601041024,Margate - Snug,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6789,102789,4328982,517907,456785,165861,523881,1778,70634,54007,474,24549,106903,60017,85439,19224,58865,67599,218163,159,7449,538,10705,6891,851,181,10930,3884,12026,92093,28339,5558,3574,76312,36824,29258,24526,16148,4374,31231,506776,311036,135062,131796,57856,40999,4741,89701,5232,82061,90726,8821,2601,3491,7955,349,678,358,57,770,5344,3194,47,1324,0.773850002,30,20,89,16,11,5613,2571,8107,6387,465,12824,585,631,224,1342,1101,1096
601041026,Taroona - Bonnet Hill,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,80085,4949169,549657,2177313,287300,162815,8477,70084,13669,3648,59623,116179,35722,64155,536,94909,61681,1092985,5969,3493,4040,2510,2649,2223,4162,6198,123,11527,48365,37428,420,9409,126,39083,16032,11011,16442,10637,105798,536077,37588,426278,282718,143392,86719,21157,22814,99681,81875,83913,844,266,891,5009,592,2532,3316,437,421,5860,2270,203,533,0.683875526,43,54,82,7,60,11453,7897,536,11069,13300,1039,313,1150,511,468,8,674
601051027,Hobart,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,92542,4168976,1444203,1113004,28964,498475,2660,105036,84531,2891,163614,53239,34267,113240,15395,92266,86271,655093,2202,2798,3874,11956,1378,3003,680,14300,10179,10413,135697,28913,5733,17662,89593,26195,5615,4072,13385,9940,164434,372081,611092,535448,460109,231649,115452,57824,97204,91106,60948,39693,1169,2331,702,3088,46,1528,1476,198,233,901,851,290,929,2.454811193,94,36,64,97,44,14183,3225,156,10360,7495,12689,738,153,905,898,196,1080
601051028,Lenah Valley - Mount Stuart,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6728,4534,4538182,789914,1382998,858441,522114,12083,23221,113726,2533,19832,69226,8670,93535,69538,291,56403,479443,5884,2893,2606,2272,6921,3785,4948,18405,8545,4863,83388,53114,1219,22860,113161,3974,17306,11395,16401,10167,503263,194395,273421,439331,227619,433960,116763,85507,39992,68637,66851,78049,2060,254,73,1096,451,161,251,1089,896,7137,3285,49,546,1.108696674,21,55,56,91,53,3743,2945,12917,11228,11508,3783,1000,769,1394,1026,30,1421
601051029,Mount Nelson - Dynnyrne,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16575,7481,654062,854557,887257,272386,244839,15946,30747,86643,236,49834,10885,23479,110757,64651,38010,80396,900439,130,1285,4718,391,782,6034,7724,15349,3225,1418,8119,47166,4489,8800,89713,7860,39005,17695,2313,7253,245934,50410,214590,474823,67953,240022,17122,18725,31503,87408,65072,95735,3056,1021,3835,6842,291,1683,1705,587,612,13802,563,292,1758,1.559740664,0,59,78,61,81,8796,12908,6522,13161,361,6729,114,1141,887,1065,945,1024
601051030,New Town,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10238,54124,4356832,254930,1406413,223557,106057,11296,38028,139455,3522,14681,25481,4190,96624,36913,14447,89566,957348,2876,6164,2390,6336,4643,5732,8587,9395,1652,6629,134015,19268,2962,11619,108859,6613,42535,14815,12477,2034,175930,157369,540346,546343,11178,85146,26698,78970,24555,44355,52438,67100,8227,1326,1802,3928,533,1684,903,991,49,6730,2359,283,503,1.900203486,0,64,35,1,37,9434,7249,15637,9810,8504,4184,930,79,1374,1003,294,513
601051031,Sandy Bay,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847,60393,1206826,1524033,1766488,1032817,193435,5548,94806,147044,5383,134923,72793,65783,40403,55502,59611,89393,203090,4670,2753,2198,3295,6141,4607,7466,14537,8064,11972,61522,6075,2117,17385,85620,37739,19604,2056,5321,4723,10802,417749,325773,349175,438334,404234,48178,23561,93406,84094,14215,6392,5924,1764,109,848,15,1301,1127,419,963,3847,1517,305,212,1.540260065,41,43,5,10,13,9770,8512,16041,1937,9036,5930,344,1010,722,147,74,1387
601051032,South Hobart - Fern Tree,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4910,4173,792330,582775,996262,263792,600141,13319,54194,151087,1537,9674,21438,47505,36912,50679,40193,25463,748796,11843,186,6162,6006,2852,1191,2875,12907,1550,4003,139267,34905,6361,18553,94369,30233,31108,18194,3450,7358,463271,348697,501445,129352,565785,108672,33651,34117,54228,80573,23781,98240,7391,626,393,7993,575,1395,3032,1240,167,4358,3353,49,481,1.306348372,7,16,16,24,56,8393,5520,7013,11432,5623,9244,405,169,331,191,632,643
601051033,West Hobart,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7908,20933,4150231,1402583,2056439,646034,79265,30355,74840,180525,1112,76239,62865,21461,14599,18269,39669,14291,456430,3502,57,620,14528,4177,2652,613,4730,7551,9942,46664,5284,3629,13685,104067,10167,49057,26409,16075,9037,178988,70969,111217,587822,364504,307209,58085,89759,37429,28761,26153,75141,6218,2443,2147,4856,14,853,2148,845,952,14080,3501,156,898,1.190090828,13,57,82,68,32,9716,13781,2836,15421,6815,5294,309,847,1101,1286,1116,678
601061034,Dodges Ferry - Lewisham,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11728,71263,4931894,823742,1228360,591074,285728,36643,59877,145846,5420,76571,102575,43186,17148,26043,81684,31447,60053,3503,5957,2571,9471,1110,5818,2352,1886,9484,9920,135167,46455,777,1644,32047,18164,39765,2614,10132,5125,129448,61765,166788,145518,150232,233282,24680,20835,6027,16843,3921,46480,3845,45,3944,5984,78,1504,1631,1156,455,5096,1101,105,601,0.886663472,15,48,83,70,86,14299,11705,2037,3328,12797,11010,436,382,761,788,998,1417
601061035,Sorell - Richmond,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5665,52508,3023596,1422690,862504,581899,87524,39358,475,194251,5244,149706,95084,29530,89686,15924,1926,51728,913745,11536,1867,2455,1524,5997,4365,7245,7677,8431,5185,68026,51578,4747,11136,29979,34376,12506,13843,13369,5639,88179,181069,265370,113311,608377,117943,10288,59287,47208,56510,81929,16716,6312,1458,1173,5237,496,158,215,110,54,2274,2196,179,1428,1.05517414,73,83,87,30,91,13473,7597,2939,10427,9381,14895,706,897,1473,1283,476,806
602011036,Invermay,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6367,83377,2253070,1145814,1567945,1093022,547764,25490,82477,106507,829,83731,111453,15813,89429,31432,63491,56697,600700,3239,5518,5508,11271,5877,4522,6792,6173,10067,5857,33192,42344,4853,10448,14129,6427,21106,8841,2699,5577,289731,227716,184392,136742,286814,382677,58424,16041,30676,96814,94960,36481,4116,95,2778,4962,112,1979,324,566,110,5806,789,341,142,2.861531318,74,1,1,22,41,13447,6175,10378,11266,11912,281,795,556,673,136,715,334
602011037,Kings Meadows - Punchbowl,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11553,76496,1767924,192532,2086201,611826,595645,28718,107354,66892,4991,180110,1063,15407,15574,6145,82772,34982,160206,12124,683,6686,13196,3571,5855,3698,13305,8617,5689,47883,27918,2016,12537,74964,17482,17592,3387,851,9864,297051,53118,597034,461152,503661,89431,123931,72874,53433,60991,16299,48836,372,1723,936,7649,417,2008,2175,1379,544,6636,671,31,1137,1.713436771,8,50,69,33,65,6808,190,10761,267,11493,15355,774,102,134,408,435,1100
602011038,Launceston,tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10084,95607,402193,1076507,1077500,901293,274711,22008,114648,78028,4910,91886,84855,2914,9320,39867,11112,119339,419868,7480,6436,4662,3450,38,3108,622,16663,403,6287,137449,276,1608,3221,34633,20534,36748,17708,15923,3072,452097,206317,450913,402050,25634,15647,63359,91707,70736,83072,67125,14105,4384,1885,2502,7021,573,1381,2765,409,849,15250,74,299,1591,1.55607891,86,34,2,95,78,29,13817,1650,15520,2941,16185,711,475,646,848,632,91
